Alpha	R	dmax	Rec		UE			K
0.75	1	7		0.99238	0.027951	911
0.75	1	9		0.98342	0.035874	540
0.75	1	10		0.97704	0.040115	451
0.75	3	7		0.97085	0.037697	424
0.75	3	9		0.95835	0.043527	316
0.75	3	10		0.95031	0.046707	265
