Alpha	R	dmax	Rec		UE			K
0.75	1	7		0.98678	0.08052		1708
0.75	1	9		0.9694	0.10059		950
0.75	1	10		0.95891	0.11026		727
0.75	2	7		0.97378	0.091721	1138
0.75	2	9		0.95437	0.10934		730
0.75	2	10		0.94243	0.11839		600
0.75	3	7		0.9508	0.10802		753
0.75	3	9		0.93183	0.12117		554
0.75	3	10		0.91954	0.12933		480
